popularity,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,year,duration_min
63,0.121,0.671,0.742,0.0601,-9.912,0.0441,89.748,0.897,1994,2.254
59,0.325,0.67,0.468,0.0516,-6.725,0.0328,140.069,0.486,1994,4.996666667
66,0.91,0.743,0.0262,0.0878,-27.691,0.0363,100.053,0.333,1994,2.628883333
60,0.000164,0.472,0.752,0.0903,-6.051,0.0555,133.248,0.305,1994,5.3351
66,0.496,0.67,0.567,0.0703,-10.418,0.0888,95.926,0.883,1994,5.353333333
66,0.147,0.846,0.703,0.071,-5.76,0.0301,107.767,0.964,1994,4.507766667
71,0.0854,0.748,0.835,0.0365,-5.731,0.0351,142.942,0.896,1994,3.533333333
59,0.0109,0.451,0.907,0.14,-6.705,0.0647,124.375,0.366,1994,3.428216667
68,0.721,0.658,0.374,0.112,-11.684,0.026,98.892,0.367,1994,4.05755
62,0.147,0.245,0.542,0.102,-7.159,0.0324,204.824,0.365,1994,3.532666667
68,0.533,0.586,0.258,0.0803,-15.335,0.0286,91.714,0.377,1994,4.05955
58,0.573,0.636,0.672,0.915,-6.667,0.0412,91.191,0.794,1994,6.1171
59,0.155,0.696,0.49,0.0563,-6.631,0.0347,179.825,0.557,1994,4.814
59,0.781,0.314,0.37,0.122,-9.921,0.0286,116.066,0.28,1994,4.368883333
56,0.056,0.646,0.479,0.0517,-9.823,0.0265,137.703,0.675,1994,3.402666667
69,0.000393,0.272,0.747,0.16,-4.86,0.0401,202.777,0.255,1994,4.368883333
63,0.102,0.841,0.738,0.0901,-5.325,0.3,93.725,0.305,1994,4.264883333
58,0.117,0.522,0.641,0.0825,-8.013,0.0562,150.877,0.357,1994,4.290433333
58,0.327,0.695,0.502,0.097,-12.01,0.0279,117.083,0.543,1994,3.726883333
64,0.416,0.467,0.56,0.269,-7.574,0.0396,138.919,0.654,1994,3.73555
64,0.228,0.57,0.351,0.369,-12.576,0.0274,83.868,0.592,1994,4.9651
64,0.996,0.387,0.00906,0.0985,-34.559,0.0455,67.855,0.133,1994,1.572216667
55,0.475,0.589,0.368,0.108,-12.979,0.0264,89.626,0.523,1994,3.356666667
60,0.00104,0.578,0.896,0.126,-5.699,0.0497,129.843,0.576,1994,3.084883333
67,0.554,0.683,0.766,0.0815,-8.733,0.041,119.19,0.568,1994,4.231766667
57,0.0695,0.665,0.888,0.104,-4.433,0.0552,144.339,0.951,1994,3.458433333
68,2.31E-05,0.286,0.822,0.353,-3.366,0.0381,90.96,0.19,1994,4.6111
56,0.1,0.601,0.652,0.264,-6.634,0.082,102.208,0.469,1994,2.894
62,0.0303,0.766,0.793,0.173,-6.638,0.166,91.925,0.652,1994,4.34665
63,0.135,0.515,0.438,0.231,-12.741,0.0294,144.787,0.293,1994,3.634
60,0.191,0.622,0.714,0.106,-8.244,0.411,173.163,0.711,1994,3.958
64,0.4,0.631,0.638,0.216,-8.958,0.0274,133.739,0.812,1994,5.09155
56,0.00252,0.412,0.88,0.09,-9.001,0.045,105.241,0.234,1994,3.283333333
63,0.0256,0.546,0.867,0.221,-4.235,0.0354,127.988,0.189,1994,5.367333333
69,0.649,0.556,0.393,0.292,-10.427,0.0319,98.226,0.604,1994,3.300666667
61,0.0981,0.441,0.563,0.221,-5.252,0.0288,182.704,0.282,1994,5.20355
64,0.194,0.694,0.565,0.0806,-12.583,0.0345,97.938,0.692,1994,4.2511
57,0.000217,0.35,0.828,0.0774,-5.373,0.041,105.435,0.147,1994,5.309766667
60,0.896,0.422,0.208,0.192,-15.886,0.0318,111.549,0.354,1994,3.176433333
56,0.165,0.573,0.946,0.13,-6.178,0.0369,79.966,0.964,1994,3.9411
56,0.22,0.621,0.469,0.067,-10.438,0.0267,144.665,0.511,1994,3.794
65,0.139,0.735,0.403,0.107,-11.599,0.037,115.658,0.453,1994,6.176216667
58,0.00215,0.507,0.535,0.111,-9.051,0.0261,78.049,0.403,1994,7.984433333
58,0.813,0.614,0.235,0.161,-11.8,0.0537,75.178,0.413,1994,4.2922
58,0.0235,0.719,0.631,0.0686,-7.411,0.0451,80.127,0.456,1994,4.242666667
55,0.0278,0.511,0.867,0.0855,-7.411,0.049,134.472,0.0722,1994,2.977333333
56,0.454,0.93,0.767,0.0692,-11.646,0.0579,119.538,0.972,1994,2.202666667
65,0.0508,0.698,0.633,0.264,-6.68,0.0406,94.085,0.55,1994,4.204433333
65,0.751,0.808,0.513,0.0516,-9.344,0.0435,92.545,0.877,1994,4.965766667
68,0.681,0.468,0.34,0.098,-13.941,0.0296,74.28,0.301,1994,3.4511
57,0.714,0.509,0.242,0.127,-13.353,0.0291,169.642,0.448,1994,4.352
55,0.0453,0.869,0.725,0.203,-12.507,0.256,132.989,0.699,1994,4.356
57,0.205,0.52,0.449,0.191,-8.957,0.0331,189.243,0.364,1994,5.066
59,0.00596,0.472,0.735,0.166,-9.822,0.0305,110.809,0.643,1994,3.112216667
61,0.417,0.902,0.756,0.0591,-4.547,0.28,97.434,0.598,1994,4.766666667
61,0.368,0.601,0.775,0.0535,-7.697,0.0333,159.109,0.961,1994,3.1385
63,0.651,0.515,0.522,0.0509,-12.098,0.0333,179.692,0.926,1994,2.621766667
64,0.0289,0.669,0.737,0.204,-7.974,0.0975,170.925,0.948,1994,1.3511
60,0.0101,0.458,0.787,0.065,-6.909,0.17,80.482,0.301,1994,4.60955
60,0.315,0.662,0.461,0.0445,-7.36,0.0495,142.553,0.912,1994,6.012
63,0.000437,0.341,0.862,0.218,-4.256,0.032,84.42,0.29,1994,6.356666667
60,0.31,0.648,0.841,0.136,-4.322,0.212,89.564,0.624,1994,4.136883333
62,0.571,0.667,0.828,0.133,-4.22,0.0286,91.324,0.751,1994,5.148216667
62,0.0254,0.539,0.827,0.233,-5.045,0.038,86.922,0.523,1994,4.595333333
62,0.49,0.45,0.501,0.552,-12.611,0.0712,84.841,0.327,1994,3.63555
63,0.726,0.538,0.51,0.205,-13.192,0.102,72.471,0.262,1994,3.436
58,0.000541,0.441,0.985,0.135,-5.005,0.0645,146.022,0.364,1994,2.571766667
57,0.0306,0.544,0.917,0.064,-6.086,0.0788,140.639,0.642,1994,3.544883333
56,0.0315,0.62,0.697,0.164,-7.278,0.0498,160.957,0.711,1994,2.832216667
55,0.0118,0.787,0.585,0.117,-7.529,0.0492,93.881,0.751,1994,4.360433333
58,0.17,0.775,0.457,0.142,-9.652,0.0345,110.923,0.945,1994,2.9031
70,0.0399,0.615,0.616,0.348,-10.39,0.133,170.776,0.836,1994,3.916666667
58,0.00079,0.401,0.863,0.174,-7.312,0.0447,81.65,0.55,1994,3.67555
55,5.03E-05,0.349,0.781,0.187,-9.789,0.029,183.768,0.496,1994,4.21955
67,0.0394,0.863,0.781,0.125,-8.546,0.0785,122.938,0.764,1994,3.846
60,0.141,0.369,0.948,0.169,-3.923,0.0376,94.459,0.696,1994,4.0051
55,0.00198,0.323,0.825,0.337,-6.692,0.0457,143.586,0.358,1994,4.97355
58,0.981,0.17,0.0479,0.0795,-27.021,0.0438,75.664,0.0304,1994,7.135866667
57,0.122,0.705,0.71,0.656,-8.208,0.287,87.994,0.647,1994,3.4911
53,0.0029,0.527,0.842,0.41,-5.432,0.142,109.542,0.895,1994,1.964666667
58,7.48E-05,0.668,0.788,0.0792,-6.752,0.0424,137.38,0.692,1994,4.192216667
55,0.00325,0.212,0.554,0.324,-8.352,0.0473,137.787,0.625,1994,1.276666667
66,0.747,0.231,0.477,0.122,-7.748,0.029,95.969,0.235,1994,4.327766667
63,0.516,0.145,0.174,0.0784,-19.155,0.0396,100.089,0.132,1994,2.923333333
54,0.262,0.604,0.807,0.238,-8.697,0.0343,161,0.968,1994,3.214433333
61,0.5,0.569,0.579,0.109,-10.988,0.0716,108.998,0.407,1994,4.3871
60,0.396,0.891,0.648,0.386,-10.694,0.163,116.493,0.927,1994,3.514216667
53,0.0578,0.491,0.937,0.0674,-4.278,0.049,96.409,0.613,1994,4.287983333
58,0.00854,0.449,0.961,0.343,-4.305,0.0701,93.956,0.602,1994,5.363766667
60,0.944,0.761,0.103,0.127,-16.964,0.0416,114.044,0.53,1994,2.668883333
56,0.238,0.477,0.566,0.122,-12.274,0.335,167.907,0.778,1994,4.958216667
65,6.31E-05,0.359,0.913,0.0954,-2.865,0.0391,104.058,0.589,1994,4.729766667
56,0.000399,0.455,0.918,0.323,-5.724,0.0352,99.078,0.56,1994,4.324433333
58,0.543,0.661,0.619,0.0883,-11.348,0.0757,181.967,0.952,1994,3.790666667
59,0.0244,0.55,0.877,0.112,-6.942,0.111,106.226,0.445,1994,4.47555
60,0.113,0.515,0.565,0.122,-9.547,0.0304,104.372,0.374,1994,4.359783333
53,0.225,0.586,0.517,0.272,-12.88,0.0268,77.189,0.637,1994,3.727766667
57,0.281,0.854,0.649,0.106,-7.997,0.326,101.02,0.734,1994,4.093766667
59,0.148,0.285,0.619,0.22,-8.965,0.04,90.019,0.131,1994,8.968433333
56,0.577,0.73,0.61,0.0724,-6.596,0.0406,91.263,0.832,1994,3.239333333
57,0.466,0.763,0.541,0.0693,-8.843,0.329,90.032,0.885,1994,3.624433333
69,0.661,0.441,0.258,0.106,-11.227,0.0276,77.988,0.172,1994,3.580433333
62,0.0625,0.556,0.427,0.182,-11.815,0.0253,78.971,0.48,1994,4.148883333
59,0.0643,0.913,0.712,0.117,-6.455,0.265,96.145,0.449,1994,5.322
55,0.447,0.631,0.635,0.0771,-10.649,0.0285,97.915,0.358,1994,4.757766667
61,0.332,0.58,0.527,0.101,-11.505,0.0441,180.021,0.905,1994,3.510433333
59,0.0286,0.522,0.738,0.4,-6.423,0.031,142.702,0.461,1994,5.17555
59,0.0632,0.727,0.831,0.487,-5.713,0.31,84.991,0.504,1994,4.4091
65,0.778,0.607,0.294,0.106,-11.836,0.0764,76.083,0.192,1994,5.066216667
54,0.0143,0.523,0.622,0.297,-6.632,0.0245,147.878,0.446,1994,5.182216667
53,0.00436,0.696,0.759,0.484,-8.642,0.0718,150.647,0.618,1994,3.10155
60,0.5,0.773,0.668,0.118,-5.007,0.37,177.669,0.674,1994,2.724666667
54,0.312,0.641,0.429,0.0385,-10.508,0.027,122.85,0.309,1994,3.41555
63,0.279,0.74,0.684,0.265,-10.296,0.0313,103.778,0.917,1994,3.9111
63,0.293,0.735,0.629,0.0759,-7.056,0.0403,168.788,0.843,1994,5.077333333
70,0.342,0.438,0.71,0.0881,-7.607,0.0345,82.743,0.275,1994,3.904883333
56,0.0103,0.868,0.372,0.076,-12.704,0.177,99.965,0.666,1994,4.438883333
64,0.474,0.644,0.234,0.126,-10.073,0.0352,92.248,0.397,1994,3.82
66,0.511,0.668,0.325,0.548,-14.225,0.0345,88.715,0.519,1994,2.967766667
56,0.0757,0.802,0.461,0.109,-12.367,0.302,90.995,0.74,1994,3.098883333
69,0.325,0.553,0.458,0.0583,-10.796,0.0381,165.807,0.247,1995,5.247766667
70,0.097,0.814,0.481,0.0495,-5.183,0.245,96.252,0.193,1995,2.69
75,0.218,0.408,0.582,0.159,-8.305,0.0508,114.926,0.365,1995,3.833333333
78,0.0724,0.419,0.383,0.0896,-11.782,0.0256,87.568,0.35,1995,4.291333333
75,0.0662,0.638,0.906,0.142,-4.824,0.0504,107.991,0.767,1995,3.486666667
76,0.000479,0.467,0.958,0.299,-4.808,0.0775,145.92,0.701,1995,3.014666667
70,0.00389,0.59,0.699,0.0577,-7.529,0.079,188.268,0.63,1995,4.6011
69,0.0691,0.464,0.701,0.0766,-5.943,0.0341,73.97,0.407,1995,4.5
78,0.0361,0.676,0.618,0.199,-8.987,0.046,173.955,0.899,1995,3.6871
71,0.0856,0.679,0.509,0.438,-7.31,0.0617,144.29,0.534,1995,3.725766667
69,0.0141,0.799,0.623,0.43,-9.374,0.0812,103.649,0.773,1995,3.98
69,0.296,0.877,0.688,0.38,-6.02,0.0432,105.983,0.969,1995,2.71985
88,0.0655,0.647,0.514,0.398,-10.05,0.0593,79.975,0.386,1995,4.01155
71,0.135,0.657,0.655,0.102,-8.3,0.0248,92.259,0.668,1995,3.700216667
75,0.000401,0.291,0.767,0.0763,-6.913,0.0862,175.702,0.359,1995,3.913333333
75,0.457,0.65,0.531,0.249,-8.335,0.0364,78.946,0.487,1995,4.302216667
73,0.083,0.269,0.895,0.153,-6.382,0.118,168.479,0.16,1995,4.991766667
71,3.49E-05,0.438,0.728,0.0509,-7.105,0.0458,128.04,0.701,1995,2.66955
73,0.156,0.491,0.942,0.367,-5.333,0.132,100.446,0.387,1995,3.191766667
73,0.0053,0.507,0.882,0.177,-3.917,0.0337,142.398,0.907,1995,2.236666667
72,0.0167,0.84,0.713,0.359,-5.411,0.0399,145.068,0.965,1995,3.315333333
72,0.108,0.771,0.848,0.35,-7.365,0.035,115.642,0.803,1995,2.536433333
69,0.0379,0.672,0.777,0.159,-4.238,0.0956,90.575,0.238,1995,5.092883333
77,5.59E-05,0.404,0.72,0.0466,-9.18,0.0623,121.864,0.475,1995,4.307766667
76,0.209,0.6,0.706,0.125,-7.899,0.361,173.926,0.58,1995,4.22555
74,0.11,0.622,0.829,0.0954,-5.548,0.029,110.367,0.539,1995,4.28955
73,0.00236,0.41,0.854,0.133,-5.609,0.0366,174.584,0.456,1995,4.3151
69,0.035,0.8,0.362,0.0667,-10.849,0.0634,93.059,0.888,1995,3.934433333
66,0.00811,0.543,0.79,0.238,-5.932,0.0358,80.923,0.339,1995,3.94955
69,0.0181,0.414,0.853,0.049,-4.198,0.0453,93.77,0.624,1995,2.86155
66,0.477,0.736,0.828,0.251,-5.835,0.284,91.224,0.899,1995,4.582283333
70,0.098,0.817,0.817,0.0798,-4.911,0.135,90.194,0.854,1995,3.546
70,0.0777,0.729,0.581,0.696,-8.235,0.18,74.038,0.508,1995,5.244666667
75,0.0551,0.708,0.524,0.0371,-12.644,0.0352,111.482,0.69,1995,3.344433333
73,0.371,0.773,0.54,0.131,-7.123,0.103,84.115,0.322,1995,4.666666667
80,0.139,0.669,0.727,0.123,-7.588,0.0353,102.322,0.807,1995,4.058216667
79,0.0146,0.763,0.786,0.0817,-6.472,0.229,93.857,0.504,1995,5.4251
68,0.0039,0.222,0.664,0.239,-5.242,0.0379,186.044,0.101,1995,4.888216667
73,0.00133,0.559,0.543,0.0577,-5.429,0.302,75.958,0.337,1995,3.216666667
79,0.0163,0.767,0.787,0.0513,-9.897,0.0331,126.879,0.964,1995,4.436666667
67,0.00137,0.669,0.809,0.38,-7.146,0.147,97.885,0.572,1995,4.154883333
80,0.000509,0.375,0.893,0.187,-4.097,0.0406,174.323,0.434,1995,4.312883333
74,0.167,0.463,0.229,0.202,-12.592,0.0297,73.543,0.135,1995,4.8451
80,0.247,0.52,0.709,0.18,-7.125,0.0352,76.039,0.536,1995,4.392666667
71,0.817,0.689,0.333,0.285,-12.134,0.0307,115.835,0.471,1995,2.069333333
74,0.242,0.867,0.538,0.316,-16.183,0.361,158.328,0.781,1995,4.16555
73,0.602,0.608,0.419,0.108,-10.016,0.0331,100.22,0.602,1995,4.472216667
72,0.0196,0.643,0.961,0.948,-5.298,0.0315,124.027,0.96,1995,3.428433333
70,0.0001,0.431,0.906,0.123,-6.13,0.0945,125.459,0.53,1995,3.73155
74,0.207,0.592,0.725,0.148,-8.698,0.0412,78.235,0.784,1995,4.112666667
78,0.5,0.839,0.403,0.0786,-11.059,0.0308,97.967,0.575,1995,4.237333333
65,9.30E-05,0.358,0.981,0.386,-5.13,0.178,93.744,0.382,1995,3.414666667
66,0.0508,0.514,0.704,0.228,-4.724,0.0261,76.972,0.386,1995,4.257766667
75,0.205,0.859,0.905,0.322,-5.539,0.129,89.946,0.731,1995,4.736
71,0.199,0.728,0.68,0.126,-9.143,0.0342,84.566,0.946,1995,3.57155
61,0.0124,0.738,0.937,0.0338,-7.788,0.0668,131.994,0.614,1995,3.230433333
63,0.0104,0.76,0.702,0.38,-9.404,0.0716,92.324,0.659,1995,2.993333333
64,0.108,0.663,0.525,0.349,-9.674,0.0331,134.748,0.731,1995,3.066
68,0.566,0.779,0.737,0.103,-8.036,0.0368,121.18,0.943,1995,2.98685
63,0.232,0.64,0.788,0.144,-9.012,0.035,128.961,0.774,1995,4.051766667
66,0.752,0.514,0.243,0.0822,-12.348,0.0288,171.816,0.388,1995,4.346666667
70,0.21,0.665,0.834,0.452,-7.737,0.0576,105.292,0.411,1995,4.158216667
66,0.791,0.582,0.33,0.105,-7.928,0.0347,111.873,0.407,1995,4.241333333
66,0.0175,0.711,0.62,0.134,-10.174,0.212,179.817,0.805,1995,3.6271
70,0.658,0.66,0.541,0.0928,-7.851,0.0576,93.744,0.693,1995,3.286
76,0.394,0.612,0.577,0.0814,-5.144,0.0357,157.617,0.405,1995,5.148
60,0.483,0.71,0.545,0.0644,-9.599,0.0588,140.233,0.632,1995,3.60555
67,0.0394,0.728,0.756,0.743,-7.993,0.0389,130.136,0.775,1995,4.0231
64,0.000372,0.615,0.657,0.132,-6.873,0.029,109.95,0.792,1995,3.084883333
62,0.000179,0.441,0.922,0.381,-6.644,0.0655,175.411,0.565,1995,2.869333333
72,0.125,0.813,0.703,0.237,-5.077,0.268,94.828,0.241,1995,3.742216667
70,0.353,0.568,0.495,0.0839,-8.964,0.0299,128.234,0.303,1995,4.684433333
74,0.0665,0.328,0.936,0.165,-3.254,0.0628,162.97,0.31,1995,4.826
72,0.309,0.756,0.565,0.243,-9.832,0.0287,101.944,0.655,1995,3.771333333
66,0.00704,0.704,0.642,0.161,-10.11,0.39,92.09,0.72,1995,3.49955
65,0.0376,0.49,0.852,0.126,-7.192,0.0502,143.248,0.663,1995,4.446
65,0.207,0.693,0.544,0.526,-10.32,0.0403,120.188,0.613,1995,4.724883333
64,0.000367,0.673,0.911,0.101,-6.725,0.0707,101.467,0.54,1995,4.479333333
67,0.0287,0.754,0.785,0.319,-8.178,0.18,94.123,0.821,1995,4.937766667
67,0.0184,0.899,0.6,0.0725,-7.451,0.154,92.717,0.586,1995,3.9871
64,0.176,0.711,0.642,0.0814,-8.909,0.0319,125.831,0.762,1995,2.798433333
66,0.929,0.272,0.164,0.109,-17.04,0.046,81.551,0.228,1995,3.573333333
64,0.418,0.567,0.821,0.108,-5.894,0.0371,150.106,0.895,1995,2.2051
66,0.00039,0.365,0.538,0.198,-6.951,0.035,79.863,0.314,1995,4.09955
66,0.00213,0.48,0.588,0.319,-10.773,0.0339,177.018,0.305,1995,5.240666667
67,0.176,0.801,0.719,0.338,-6.155,0.0447,113.101,0.939,1995,2.972216667
68,0.00312,0.289,0.555,0.27,-7.434,0.0402,158.671,0.306,1995,4.117333333
60,0.000235,0.688,0.782,0.0955,-12.291,0.034,127.822,0.77,1995,4.4051
69,0.458,0.293,0.817,0.355,-3.786,0.039,150.249,0.138,1995,7.522
69,6.28E-05,0.277,0.67,0.237,-9.381,0.0376,148.342,0.217,1995,4.243766667
66,0.000658,0.292,0.714,0.102,-4.919,0.0316,151.412,0.462,1995,4.438
63,0.00451,0.551,0.724,0.116,-7.09,0.032,111.243,0.559,1995,5.464883333
63,0.131,0.54,0.641,0.0715,-10.124,0.032,157.981,0.498,1995,4.692666667
68,0.162,0.632,0.75,0.368,-7.739,0.0358,91.17,0.87,1995,3.078883333
65,0.0908,0.813,0.882,0.147,-7.575,0.0402,125.983,0.874,1995,3.948883333
63,0.117,0.759,0.588,0.0633,-11.458,0.0295,102.035,0.853,1995,3.477333333
62,0.00561,0.713,0.378,0.0845,-9.04,0.0298,99.055,0.291,1995,4.334433333
69,0.442,0.579,0.708,0.11,-10.419,0.0374,130.97,0.846,1995,2.214
64,0.589,0.683,0.645,0.18,-5.707,0.0272,121.995,0.366,1995,4.75
61,0.519,0.652,0.498,0.149,-6.2,0.0413,120.141,0.336,1995,5.404666667
61,0.204,0.676,0.815,0.132,-6.192,0.037,145.969,0.965,1995,2.460666667
60,0.00864,0.731,0.355,0.0579,-12.741,0.0603,175.72,0.529,1995,4.307766667
68,0.142,0.762,0.449,0.0645,-12.41,0.0994,161.498,0.881,1995,3.123333333
70,0.259,0.687,0.384,0.0825,-11.457,0.101,99.854,0.659,1995,2.786883333
60,0.813,0.297,0.364,0.0976,-9.261,0.0305,122.598,0.149,1995,4
61,0.7,0.686,0.468,0.13,-9.712,0.042,126.172,0.753,1995,3.988216667
60,0.512,0.75,0.451,0.272,-13.355,0.048,95.483,0.743,1995,2.9111
61,0.331,0.733,0.727,0.106,-7.055,0.0315,127.633,0.965,1995,3.597766667
62,0.0118,0.581,0.806,0.124,-5.44,0.0309,157.129,0.779,1995,4.5511
69,0.238,0.691,0.448,0.167,-12.501,0.0288,77.899,0.682,1995,4.993766667
64,0.365,0.801,0.55,0.117,-11.044,0.209,94.994,0.609,1995,4.898883333
66,0.429,0.794,0.798,0.118,-5.639,0.0366,100.338,0.265,1995,5.321766667
75,0.294,0.741,0.29,0.0924,-13.251,0.0302,93.699,0.443,1995,3.251333333
66,0.0446,0.639,0.839,0.468,-4.703,0.0634,101.447,0.603,1995,4.7511
70,0.0717,0.32,0.917,0.169,-5.903,0.0771,190.757,0.715,1995,3.139316667
68,0.745,0.402,0.424,0.106,-4.484,0.0637,204.269,0.864,1995,3.25195
64,0.00141,0.261,0.964,0.183,-6.654,0.0638,162.902,0.326,1995,3.889333333
62,0.00254,0.306,0.985,0.13,-6.687,0.0822,133.963,0.255,1995,3.87555
73,0.404,0.739,0.521,0.0727,-13.858,0.0471,91.095,0.807,1995,4.142583333
65,2.39E-05,0.689,0.719,0.314,-8.643,0.0304,127.982,0.959,1995,3.79955
65,0.0565,0.242,0.859,0.38,-8.41,0.0663,96.917,0.672,1995,4.6071
59,0.246,0.495,0.595,0.236,-7.57,0.0443,85.341,0.392,1995,3.76555
69,0.026,0.349,0.917,0.0968,-3.645,0.071,164.036,0.206,1995,4.7971
59,0.223,0.655,0.838,0.112,-6.374,0.0318,128.784,0.968,1995,3.462666667
69,0.639,0.651,0.402,0.0765,-9.303,0.028,119.873,0.258,1995,5.76
61,0.000229,0.4,0.677,0.119,-10.971,0.0336,183.614,0.393,1995,2.838
72,0.5,0.501,0.685,0.953,-7.349,0.0325,105.468,0.382,1995,2.536216667
62,0.14,0.815,0.364,0.121,-11.834,0.089,84.898,0.723,1995,5.7711
61,0.302,0.655,0.336,0.343,-11.049,0.0264,88.554,0.203,1995,3.916666667
63,0.573,0.857,0.404,0.0958,-10.669,0.0444,105.068,0.302,1995,3.5271
59,0.0317,0.529,0.811,0.311,-5.62,0.0511,102.703,0.454,1995,3.726216667
66,0.00892,0.786,0.776,0.0673,-6.759,0.0625,135.118,0.884,1995,2.996133333
65,0.672,0.676,0.872,0.0976,-7.739,0.0473,154.986,0.788,1995,4.343333333
74,0.0662,0.65,0.82,0.215,-10.9,0.0356,135.982,0.757,1995,3.59955
70,0.317,0.488,0.454,0.179,-11.544,0.0304,138.076,0.131,1995,4.230883333
62,0.0287,0.816,0.715,0.0399,-9.759,0.0607,141.989,0.938,1995,3.007333333
63,0.0262,0.655,0.837,0.0454,-6.04,0.0723,91.014,0.66,1995,4.226883333
61,0.919,0.308,0.19,0.18,-16.835,0.0421,94.762,0.253,1995,2.461766667
64,0.554,0.541,0.3,0.0508,-11.051,0.0734,195.094,0.968,1995,2.966883333
65,0.0562,0.482,0.808,0.202,-7.176,0.065,79.599,0.438,1995,4.454883333
66,0.121,0.483,0.849,0.106,-6.922,0.0412,173.848,0.739,1995,2.6551
64,0.785,0.659,0.358,0.078,-8.726,0.0803,94.177,0.645,1995,3.027333333
62,0.219,0.683,0.902,0.226,-7.389,0.291,90.447,0.724,1995,4.220433333
62,0.432,0.817,0.584,0.225,-9.785,0.174,99.947,0.501,1995,3.822883333
58,3.77E-05,0.511,0.827,0.208,-4.55,0.0323,121.459,0.486,1995,3.942216667
61,0.00604,0.454,0.79,0.225,-4.361,0.0285,100.225,0.362,1995,4.8651
66,0.53,0.677,0.46,0.114,-4.814,0.0344,122.887,0.973,1995,3.58615
58,0.204,0.66,0.831,0.736,-8.195,0.0557,105.32,0.43,1995,4.153333333
61,0.339,0.707,0.427,0.105,-12.216,0.0698,88.08,0.541,1995,4.744883333
61,0.000172,0.436,0.965,0.0623,-3.736,0.0995,172.783,0.861,1995,1.437766667
62,0.0568,0.782,0.597,0.582,-6.399,0.335,94.631,0.528,1995,4.052216667
58,0.567,0.717,0.561,0.439,-7.898,0.245,93.116,0.673,1995,3.76555
59,0.899,0.457,0.25,0.109,-15.669,0.0269,145.879,0.0739,1995,5.806666667
74,0.31,0.601,0.504,0.137,-9.761,0.0284,78.986,0.564,1995,4.037766667
58,0.0158,0.721,0.398,0.0586,-8.932,0.0449,151.823,0.578,1995,4.504433333
58,0.086,0.735,0.849,0.435,-7.441,0.3,162.903,0.54,1995,5.144433333
61,0.405,0.719,0.495,0.12,-6.187,0.0282,106.876,0.645,1995,2.824
58,0.0165,0.707,0.802,0.0697,-8.943,0.0352,127.732,0.947,1995,4.426666667
56,0.0775,0.746,0.727,0.585,-8.787,0.147,152.084,0.517,1995,5.748883333
61,0.0163,0.767,0.787,0.0513,-9.897,0.0331,126.879,0.964,1995,4.436666667
63,0.226,0.771,0.442,0.295,-10.807,0.0447,109.505,0.925,1995,3.3971
56,0.00786,0.462,0.677,0.226,-9.262,0.0327,172.192,0.468,1995,3.90555
62,0.0115,0.23,0.755,0.363,-8.065,0.0658,91.608,0.312,1995,4.103333333
63,0.00415,0.401,0.706,0.0916,-7.554,0.0404,168.669,0.458,1995,3.994
69,0.642,0.439,0.35,0.115,-11.088,0.0302,163.113,0.568,1995,3.562216667
67,0.676,0.477,0.458,0.23,-6.927,0.0508,168.913,0.895,1995,3.0151
60,5.59E-05,0.404,0.72,0.0466,-9.18,0.0623,121.864,0.475,1995,4.307766667
58,0.35,0.741,0.683,0.0604,-5.866,0.0285,116.301,0.86,1995,2.893333333
60,0.0682,0.709,0.52,0.0629,-9.365,0.0301,134.173,0.453,1995,6.320666667
66,0.296,0.642,0.574,0.115,-7.141,0.0236,96.886,0.401,1995,4.4911
62,0.042,0.775,0.606,0.523,-9.86,0.12,103.648,0.788,1995,4.62155
71,0.0057,0.314,0.797,0.0718,-9.026,0.038,145.393,0.569,1995,5.860433333
70,0.844,0.241,0.367,0.0873,-7.95,0.0311,135.267,0.302,1995,4.18305
61,0.53,0.718,0.486,0.102,-8.342,0.168,83.077,0.589,1995,4.38155
63,0.223,0.303,0.853,0.361,-2.26,0.0366,150.381,0.119,1995,7.508433333
63,0.872,0.628,0.159,0.111,-14.363,0.0333,135.003,0.505,1995,4.273316667
58,0.567,0.613,0.355,0.0909,-8.218,0.0247,135.622,0.129,1995,3.294433333
60,0.0745,0.546,0.643,0.213,-4.069,0.0437,181.838,0.704,1995,3.820433333
61,0.757,0.766,0.387,0.0484,-7.58,0.033,110.89,0.764,1995,2.867333333
62,0.0811,0.635,0.712,0.322,-4.998,0.0283,91.024,0.423,1995,4.299316667
69,0.202,0.749,0.988,0.17,-5.266,0.0387,135.015,0.749,1995,3.686433333
59,0.000707,0.55,0.868,0.121,-6.243,0.046,123.15,0.405,1995,4.083333333
63,0.253,0.734,0.684,0.0497,-13.822,0.227,173.607,0.962,1995,3.972666667
67,0.576,0.52,0.329,0.12,-14.224,0.0266,86.857,0.118,1995,4.44355
73,0.0307,0.732,0.814,0.0691,-7.716,0.0402,116.973,0.782,1995,3.874433333
60,0.000454,0.27,0.837,0.386,-7.812,0.0518,91.303,0.549,1995,3.680433333
61,0.0613,0.865,0.641,0.218,-6.652,0.162,95.307,0.761,1995,4.392216667
60,0.549,0.704,0.701,0.664,-8.031,0.46,92.032,0.618,1995,3.6251
60,0.247,0.557,0.553,0.125,-7.954,0.0319,139.821,0.253,1995,3.999766667
