popularity,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,year,duration_min
66,0.00326,0.541,0.916,0.0967,-5.964,0.0612,156.015,0.627,2014,3.296666667
76,0.057,0.446,0.764,0.141,-6.479,0.181,152.604,0.576,2014,5.2824
74,0.543,0.758,0.528,0.215,-5.294,0.0312,129.973,0.629,2014,3.538
68,0.00931,0.786,0.689,0.214,-6.113,0.315,157.936,0.874,2014,3.921766667
69,0.0812,0.678,0.479,0.207,-6.959,0.206,171.12,0.762,2014,3.9272
76,0.00218,0.49,0.885,0.0741,-4.121,0.0396,166.996,0.64,2014,4.0911
66,0.16,0.657,0.841,0.177,-4.188,0.0452,120.009,0.722,2014,2.786883333
66,0.0951,0.514,0.951,0.349,-3.813,0.0603,171.96,0.838,2014,3.202666667
70,0.694,0.687,0.484,0.0931,-6.511,0.0325,94.966,0.815,2014,3.252266667
66,0.0979,0.8,0.603,0.108,-6.947,0.0359,114.977,0.51,2014,2.432866667
74,0.0113,0.806,0.608,0.635,-7.008,0.0659,95.049,0.849,2014,3.664
66,0.363,0.839,0.83,0.112,-8.785,0.0479,117.997,0.908,2014,4.366216667
64,0.144,0.579,0.515,0.0511,-7.342,0.03,88.434,0.654,2014,4.022
71,0.0937,0.793,0.853,0.085,-3.655,0.0477,164.022,0.906,2014,4.005333333
64,0.016,0.648,0.898,0.109,-5.963,0.0513,118.02,0.502,2014,3.457333333
66,0.0041,0.749,0.745,0.0748,-7.367,0.0479,115.048,0.347,2014,4.3826
77,0.024,0.763,0.875,0.599,-5.797,0.0262,123.013,0.8,2014,3.156883333
70,0.165,0.727,0.919,0.306,-4.562,0.0285,115.816,0.92,2014,3.240883333
64,0.24,0.596,0.73,0.325,-4.091,0.151,85.979,0.525,2014,3.209333333
71,0.0506,0.702,0.629,0.0963,-4.292,0.041,141.967,0.446,2014,4.070433333
66,0.637,0.575,0.664,0.116,-5.303,0.0481,129.07,0.437,2014,4.028216667
68,0.101,0.558,0.719,0.212,-5.603,0.0419,158.031,0.483,2014,4.061766667
66,0.00182,0.458,0.976,0.193,-3.791,0.0459,154.007,0.76,2014,3.647766667
66,0.00986,0.268,0.829,0.142,-4.592,0.0743,117.351,0.203,2014,3.276
66,0.471,0.432,0.36,0.0447,-10.84,0.2,76.027,0.552,2014,3.972566667
68,0.205,0.87,0.464,0.0902,-8.337,0.178,112.974,0.457,2014,4.199816667
68,0.00652,0.613,0.661,0.0976,-4.984,0.0263,110.978,0.509,2014,3.846216667
65,0.0524,0.492,0.698,0.428,-5.606,0.171,139.953,0.288,2014,3.495116667
65,0.126,0.802,0.582,0.161,-7.296,0.235,150.002,0.338,2014,3.110216667
65,0.00108,0.735,0.686,0.0933,-7.562,0.0366,121.011,0.0656,2014,4.31555
64,0.00213,0.924,0.55,0.101,-6.402,0.252,139.992,0.298,2014,3.08985
72,0.0734,0.678,0.933,0.0863,-4.959,0.14,120.572,0.336,2014,3.578666667
63,0.328,0.67,0.476,0.104,-6.253,0.0406,96.975,0.235,2014,3.8651
63,0.0521,0.616,0.88,0.0539,-3.59,0.042,94.011,0.751,2014,3.041966667
65,0.218,0.773,0.664,0.105,-5.603,0.211,140.161,0.472,2014,5.36645
73,0.576,0.724,0.436,0.0908,-9.321,0.0282,130.439,0.324,2014,4.0511
70,0.0746,0.624,0.449,0.117,-9.987,0.0308,93.002,0.0366,2014,3.441183333
63,0.103,0.591,0.959,0.779,-2.515,0.057,163.883,0.86,2014,2.980666667
73,0.0495,0.508,0.889,0.0984,-2.755,0.0862,135.014,0.332,2014,3.972666667
66,0.00302,0.437,0.863,0.144,-5.28,0.0941,194.073,0.233,2014,4.01545
70,0.659,0.289,0.274,0.109,-16.574,0.0353,119.997,0.167,2014,3.384666667
64,0.00385,0.453,0.964,0.103,-1.41,0.0968,107.655,0.349,2014,1.083333333
63,0.107,0.772,0.65,0.0905,-5.202,0.0306,125.082,0.262,2014,3.703333333
65,0.0435,0.591,0.703,0.145,-6.211,0.0256,95.993,0.402,2014,4.130433333
63,0.0886,0.663,0.53,0.154,-9.763,0.0301,109.003,0.269,2014,3.455766667
70,0.0355,0.711,0.508,0.141,-7.299,0.0502,98.098,0.663,2014,3.63
63,0.673,0.463,0.373,0.118,-10.666,0.0362,64.831,0.184,2014,4.442433333
64,0.001,0.395,0.902,0.327,-5.808,0.177,184.737,0.632,2014,2.729333333
62,0.00812,0.391,0.604,0.0443,-8.104,0.212,169.658,0.168,2014,4.466666667
64,0.154,0.659,0.911,0.191,-2.28,0.0786,91.999,0.576,2014,2.8311
77,0.129,0.544,0.915,0.115,-3.405,0.0841,126.094,0.51,2014,3.071333333
63,6.54E-05,0.46,0.81,0.123,-5.008,0.0557,139.671,0.38,2014,5.444433333
63,0.175,0.499,0.699,0.148,-7.514,0.0702,169.244,0.814,2014,2.4351
63,0.0204,0.8,0.661,0.0687,-8.291,0.0304,92.015,0.59,2014,3.160216667
65,0.113,0.738,0.563,0.191,-5.467,0.11,134.132,0.876,2014,4.13555
67,0.514,0.505,0.589,0.058,-6.916,0.0852,99.648,0.585,2014,3.430433333
72,0.749,0.431,0.377,0.211,-9.753,0.0288,173.67,0.353,2014,3.560433333
63,0.399,0.549,0.423,0.0941,-7.011,0.03,81.544,0.357,2014,2.844216667
65,0.0413,0.431,0.962,0.124,-7.216,0.182,179.683,0.75,2014,3.32235
71,0.554,0.262,0.482,0.244,-6.863,0.0302,137.918,0.0878,2014,5.70155
63,0.395,0.857,0.558,0.111,-6.081,0.0385,112.992,0.932,2014,3.292433333
67,0.118,0.628,0.629,0.102,-4.829,0.0485,157.99,0.3,2014,4.154783333
64,0.414,0.681,0.473,0.0794,-5.733,0.449,194.826,0.766,2014,3.22
66,0.00251,0.443,0.844,0.085,-5.414,0.0425,76.001,0.452,2014,3.370216667
64,0.185,0.549,0.713,0.112,-4.935,0.0306,162.989,0.463,2014,3.494
64,0.217,0.527,0.723,0.037,-6.134,0.0411,160.465,0.888,2014,3.946666667
64,0.72,0.765,0.412,0.126,-8.932,0.0726,109.986,0.632,2014,3.526216667
66,0.0746,0.599,0.854,0.278,-5.429,0.0436,119.986,0.311,2014,3.9091
66,0.395,0.528,0.811,0.274,-6.181,0.59,70.58,0.26,2014,4.40355
68,0.404,0.756,0.863,0.112,-3.39,0.028,132.987,0.915,2014,3.552433333
67,0.47,0.391,0.167,0.11,-19.024,0.0362,130.498,0.0965,2014,2.7371
64,0.844,0.702,0.322,0.122,-8.542,0.0296,74.027,0.133,2014,3.21435
77,0.103,0.594,0.698,0.173,-8.645,0.0428,119.991,0.376,2014,4.10155
68,0.000792,0.83,0.52,0.0656,-8.714,0.0376,104.99,0.735,2014,3.1651
69,0.16,0.508,0.763,0.118,-3.58,0.0516,139.653,0.476,2014,6.599766667
63,0.101,0.712,0.51,0.142,-9.381,0.375,148.087,0.219,2014,4.64885
65,0.209,0.597,0.856,0.278,-7.089,0.0431,131.95,0.771,2014,2.788666667
66,0.0634,0.573,0.786,0.117,-4.354,0.0352,110.289,0.612,2014,2.854433333
87,0.0115,0.64,0.74,0.167,-4.083,0.0284,116.879,0.785,2015,3.605333333
85,0.00801,0.856,0.609,0.0344,-7.223,0.0824,114.988,0.928,2015,4.494433333
82,0.00359,0.393,0.858,0.102,-2.868,0.0729,176.042,0.56,2015,3.806
79,0.0706,0.849,0.648,0.0984,-6.188,0.0835,106.058,0.195,2015,1.850333333
81,0.00994,0.552,0.634,0.0798,-8.302,0.0261,76.557,0.213,2015,3.1966
81,0.113,0.402,0.526,0.105,-6.741,0.0904,81.404,0.312,2015,5.6511
85,0.113,0.705,0.769,0.105,-5.526,0.0425,107.949,0.583,2015,3.558666667
78,0.345,0.543,0.449,0.157,-8.065,0.0463,132.609,0.29,2015,4.155333333
76,0.0244,0.746,0.873,0.354,-3.803,0.128,148.075,0.817,2015,3.70155
85,0.205,0.392,0.37,0.0821,-10.888,0.0298,48.718,0.512,2015,4.888216667
76,0.00967,0.642,0.762,0.182,-7.411,0.0296,113.038,0.605,2015,4.22
78,0.0151,0.752,0.754,0.0486,-6.684,0.0615,149.789,0.755,2015,3.448
79,0.291,0.732,0.69,0.116,-4.992,0.134,143.072,0.758,2015,3.438433333
81,0.969,0.545,0.366,0.641,-9.51,0.0378,86.997,0.1,2015,3.470183333
79,0.00147,0.517,0.877,0.208,-3.621,0.0297,150.004,0.616,2015,3.5475
77,0.528,0.331,0.341,0.109,-6.057,0.0309,109.821,0.152,2015,4.765583333
77,0.00448,0.78,0.748,0.115,-7.394,0.0352,125.98,0.0663,2015,2.79465
79,0.0158,0.424,0.615,0.0844,-6.217,0.0325,77.935,0.155,2015,5.30985
76,0.418,0.595,0.389,0.116,-9.245,0.0349,166.052,0.4,2015,3.790433333
82,0.272,0.47,0.809,0.0491,-6.74,0.0495,151.836,0.49,2015,6.054
82,0.00462,0.602,0.881,0.111,-5.875,0.0443,125.012,0.577,2015,7.7931
83,0.0807,0.467,0.757,0.0876,-5.093,0.033,82.282,0.433,2015,2.598883333
75,0.405,0.659,0.291,0.0771,-8.275,0.0348,119.829,0.406,2015,4.628
86,0.0678,0.588,0.521,0.123,-9.461,0.0329,85.012,0.337,2015,4.336216667
88,0.0462,0.734,0.637,0.0602,-5.677,0.141,169.977,0.648,2015,3.372216667
83,0.0742,0.796,0.766,0.0827,-5.974,0.238,110.034,0.558,2015,3.65555
86,0.0946,0.538,0.471,0.116,-9.84,0.0955,93.07,0.307,2015,2.366666667
83,0.179,0.574,0.479,0.106,-7.776,0.0355,115.263,0.303,2015,3.480883333
77,0.0362,0.824,0.733,0.325,-5.474,0.0613,97.972,0.395,2015,4.739766667
79,0.47,0.843,0.435,0.147,-8.442,0.178,120.058,0.19,2015,3.468
82,0.00543,0.611,0.797,0.26,-7.627,0.0533,120.041,0.518,2015,3.6351
83,0.0114,0.422,0.609,0.108,-6.361,0.0335,107.34,0.0911,2015,3.8335
86,0.00835,0.645,0.713,0.113,-5.355,0.0393,74.989,0.566,2015,3.5751
82,0.222,0.572,0.631,0.135,-9.836,0.0476,134.078,0.0713,2015,4.150666667
82,0.229,0.508,0.792,0.145,-7.311,0.0297,147.067,0.601,2015,5.3411
77,0.0336,0.489,0.406,0.344,-11.44,0.232,110.551,0.178,2015,4.364666667
77,0.62,0.697,0.235,0.107,-8.651,0.0534,99.947,0.378,2015,5.34
77,0.00346,0.723,0.809,0.565,-3.081,0.0625,98.007,0.274,2015,2.942683333
76,0.187,0.689,0.564,0.0721,-6.226,0.136,185.023,0.123,2015,3.5491
85,0.223,0.765,0.356,0.0963,-5.556,0.195,96.991,0.189,2015,3.304883333
80,0.326,0.753,0.68,0.423,-7.092,0.0349,105.977,0.192,2015,2.417966667
88,0.0671,0.585,0.564,0.135,-7.063,0.0515,113.003,0.137,2015,4.03755
76,0.0673,0.943,0.595,0.0839,-8.372,0.191,117.532,0.815,2015,2.754833333
76,0.0656,0.686,0.621,0.139,-7.243,0.187,112.082,0.187,2015,3.429433333
86,0.835,0.609,0.378,0.28,-9.828,0.438,100.418,0.515,2015,3.895333333
77,0.213,0.418,0.724,0.112,-3.724,0.0964,78.521,0.604,2015,3.972
82,0.663,0.414,0.473,0.128,-8.911,0.116,100,0.409,2015,2.161616667
81,0.0371,0.764,0.705,0.0943,-5.279,0.0278,101.003,0.672,2015,3.275333333
81,0.107,0.525,0.433,0.135,-10.598,0.185,160.108,0.276,2015,3.24355
75,0.392,0.856,0.527,0.11,-5.225,0.0997,98.052,0.386,2015,4.447333333
76,0.00131,0.616,0.868,0.671,-3.606,0.0699,108.016,0.475,2015,3.156433333
76,0.482,0.372,0.478,0.0844,-9.835,0.0503,101.102,0.254,2015,5.814216667
76,0.00256,0.618,0.717,0.625,-5.738,0.318,190.05,0.603,2015,3.278216667
72,0.00538,0.797,0.516,0.0728,-6.286,0.0832,109.993,0.0478,2015,2.821983333
75,0.159,0.536,0.526,0.128,-9.754,0.181,167.608,0.434,2015,1.792216667
76,0.0189,0.655,0.632,0.0722,-4.802,0.0489,120.113,0.447,2015,3.14155
84,0.31,0.579,0.736,0.198,-3.863,0.0527,127.999,0.613,2015,3.84355
71,0.205,0.589,0.641,0.0864,-8.12,0.0838,160.031,0.57,2015,2.9891
80,0.00425,0.583,0.61,0.14,-5.639,0.0382,114.06,0.336,2015,3.578983333
81,0.973,0.435,0.104,0.119,-22.39,0.0445,120.484,0.162,2015,4.655266667
72,0.912,0.582,0.371,0.108,-9.585,0.028,128.756,0.163,2015,3.22555
79,0.544,0.282,0.464,0.111,-11.112,0.0533,148.345,0.0596,2015,4.917766667
76,0.00589,0.884,0.657,0.154,-4.569,0.0977,107.059,0.489,2015,3.91155
75,0.0123,0.485,0.72,0.0546,-5.991,0.127,207.982,0.0471,2015,2.116
71,0.0262,0.706,0.572,0.585,-5.799,0.0326,139.982,0.574,2015,3.57875
70,0.141,0.78,0.68,0.138,-6.081,0.0305,118.026,0.594,2015,3.009333333
77,0.0435,0.713,0.802,0.309,-7.055,0.0561,100.001,0.343,2015,3.778966667
75,0.011,0.636,0.57,0.0677,-5.973,0.0571,168.202,0.0883,2015,3.18155
81,0.109,0.73,0.703,0.0657,-5.672,0.0369,138.113,0.595,2015,3.202
75,0.00767,0.713,0.526,0.124,-5.046,0.032,131.05,0.131,2015,4.378216667
79,0.0467,0.576,0.593,0.237,-6.024,0.0306,157.993,0.373,2015,3.666883333
77,0.12,0.576,0.759,0.121,-8.165,0.0599,99.969,0.501,2015,2.99925
79,0.612,0.68,0.729,0.224,-5.077,0.0475,123.97,0.446,2015,2.997783333
75,0.327,0.733,0.334,0.116,-11.314,0.0811,119.935,0.267,2015,5.332883333
76,0.303,0.376,0.595,0.095,-5.936,0.0496,144.361,0.265,2015,4.848333333
75,0.38,0.747,0.571,0.534,-7.916,0.478,172.104,0.553,2015,3.032216667
79,0.0509,0.781,0.728,0.257,-4.981,0.0621,102.99,0.395,2015,3.655083333
72,0.000561,0.452,0.652,0.0948,-6.713,0.0282,163.935,0.64,2015,3.833533333
73,0.0197,0.399,0.787,0.0685,-2.88,0.0499,117.089,0.572,2015,3.602
81,0.0285,0.573,0.739,0.111,-5.74,0.129,97.085,0.451,2015,3.837333333
76,0.0355,0.688,0.533,0.172,-8.363,0.0865,164.069,0.567,2015,3.717966667
73,0.754,0.625,0.667,0.135,-5.875,0.131,80.046,0.0805,2015,2.474216667
72,0.055,0.559,0.301,0.101,-9.066,0.0297,116.123,0.177,2015,4.072216667
77,0.697,0.571,0.481,0.089,-7.179,0.0444,113.753,0.0807,2015,3.428
79,0.4,0.63,0.53,0.177,-7.259,0.0434,108.038,0.417,2015,3.750883333
74,0.302,0.284,0.803,0.242,-5.293,0.173,67.536,0.553,2015,5.399333333
70,0.0404,0.394,0.654,0.112,-8.243,0.0346,135.188,0.264,2015,3.998016667
85,0.211,0.491,0.693,0.325,-6.487,0.0377,90.027,0.412,2015,4.304433333
85,0.369,0.689,0.481,0.0649,-7.503,0.0815,80.025,0.283,2015,3.825416667
83,0.0797,0.654,0.76,0.299,-3.669,0.045,99.945,0.41,2015,3.346433333
78,0.0215,0.688,0.702,0.128,-4.792,0.0499,94.006,0.74,2015,3.203166667
78,0.284,0.534,0.919,0.092,-7.318,0.0355,130.03,0.153,2015,3.7
79,0.0144,0.526,0.862,0.229,-6.003,0.0905,90.052,0.528,2015,3.253333333
80,0.875,0.582,0.272,0.13,-5.662,0.0501,205.846,0.354,2015,3.1373
73,0.0244,0.712,0.807,0.0905,-3.976,0.0297,105.024,0.936,2015,3.416666667
73,0.122,0.694,0.684,0.113,-5.276,0.0599,100.951,0.334,2015,2.5356
73,0.0682,0.543,0.75,0.125,-7.071,0.0282,88.107,0.758,2015,3.706883333
77,0.031,0.347,0.758,0.109,-7.753,0.0706,117.959,0.484,2015,2.761216667
71,0.319,0.574,0.745,0.11,-6.663,0.0507,154.042,0.693,2015,2.984616667
72,0.0149,0.486,0.616,0.356,-6.9,0.277,132.151,0.601,2015,3.8728
71,0.491,0.641,0.677,0.185,-7.948,0.225,74.986,0.503,2015,2.283283333
73,0.0559,0.852,0.553,0.332,-7.286,0.187,142.079,0.656,2015,3.431316667
69,0.0117,0.421,0.791,0.146,-4.998,0.0496,130.075,0.499,2015,4.286666667
72,0.889,0.591,0.28,0.124,-5.494,0.0283,141.916,0.348,2015,4.53
75,0.0294,0.654,0.655,0.139,-7.388,0.106,170.16,0.221,2015,3.3351
80,0.229,0.393,0.487,0.128,-6.348,0.0337,151.958,0.3,2015,3.847766667
73,0.223,0.731,0.58,0.129,-7.328,0.0399,119.997,0.319,2015,3.32655
71,0.0142,0.59,0.833,0.105,-6.503,0.0615,94.963,0.538,2015,4.007316667
74,0.0183,0.612,0.921,0.0576,-2.882,0.085,139.988,0.446,2015,3.36955
78,0.0796,0.505,0.68,0.0465,-4.993,0.0714,168.022,0.539,2015,3.92755
77,0.00996,0.394,0.661,0.343,-8.684,0.192,149.818,0.335,2015,4.349766667
70,0.774,0.775,0.324,0.109,-9.067,0.0581,130.044,0.0872,2015,3.234816667
80,0.59,0.845,0.567,0.0811,-8.118,0.0956,125.02,0.793,2015,3.428
71,0.142,0.823,0.361,0.303,-7.682,0.0409,119.932,0.169,2015,3.827766667
73,0.0158,0.891,0.486,0.0925,-7.803,0.159,125.01,0.239,2015,3.334666667
72,0.346,0.849,0.755,0.0564,-7.4,0.363,144.188,0.393,2015,3.444233333
70,0.00425,0.531,0.469,0.326,-8.787,0.137,185.738,0.346,2015,2.5836
73,0.392,0.47,0.623,0.0992,-5.655,0.0302,77.861,0.298,2015,3.766216667
75,0.178,0.389,0.665,0.116,-6.169,0.0644,117.055,0.199,2015,3.225766667
71,0.533,0.845,0.452,0.0623,-10.562,0.238,132.034,0.346,2015,2.42725
71,0.00855,0.893,0.48,0.116,-3.728,0.356,86.976,0.382,2015,2.84395
70,0.0964,0.365,0.851,0.238,-6.238,0.065,78.068,0.309,2015,2.834433333
71,0.0701,0.783,0.494,0.123,-7.647,0.0522,106.009,0.038,2015,2.2291
72,0.461,0.424,0.465,0.154,-6.595,0.0297,112.418,0.462,2015,3.439766667
76,0.53,0.756,0.789,0.157,-7.002,0.0324,127.987,0.873,2015,2.937766667
73,0.157,0.708,0.358,0.109,-9.815,0.0563,122.021,0.118,2015,4.19765
78,0.0184,0.756,0.674,0.158,-6.518,0.0959,111.995,0.389,2015,4.1911
78,0.000455,0.426,0.888,0.306,-3.72,0.0987,144.111,0.387,2015,3.192
71,0.679,0.355,0.48,0.12,-7.31,0.0282,100.956,0.137,2015,4.3211
75,0.33,0.578,0.43,0.0854,-6.134,0.0305,78.991,0.288,2015,4.925033333
73,0.224,0.747,0.32,0.0727,-15.49,0.0848,121.032,0.103,2015,1.9232
72,0.317,0.727,0.599,0.219,-6.941,0.327,167.909,0.386,2015,3.28555
76,0.22,0.725,0.708,0.777,-5.331,0.0756,130.029,0.555,2015,3.864216667
75,0.611,0.63,0.5,0.114,-8.755,0.0611,144.871,0.315,2015,4.0862
78,0.00906,0.775,0.68,0.109,-5.508,0.0629,114.025,0.656,2015,3.461983333
74,0.194,0.598,0.252,0.0992,-15.086,0.0644,120.064,0.0352,2015,3.971766667
70,0.813,0.127,0.941,0.178,-16.083,0.0509,82.144,1.00E-05,2015,1.614533333
71,0.7,0.688,0.556,0.108,-7.738,0.264,129.336,0.416,2015,4.005333333
75,0.665,0.635,0.184,0.146,-10.785,0.0456,128.424,0.177,2015,4.003333333
79,0.0169,0.629,0.804,0.177,-5.987,0.103,130.006,0.294,2015,3.691666667
73,0.508,0.828,0.66,0.0755,-9.669,0.0337,113.45,0.904,2015,4.4857
77,0.131,0.245,0.64,0.0766,-7.426,0.0608,135.739,0.105,2015,4.252216667
70,0.884,0.657,0.368,0.109,-9.978,0.0281,116.221,0.522,2015,3.1491
76,0.0664,0.743,0.685,0.0884,-6.863,0.0975,109.988,0.443,2015,4.572
76,0.381,0.518,0.655,0.271,-6.255,0.0826,156.992,0.29,2015,3.328016667
71,0.533,0.815,0.364,0.108,-11.158,0.375,129.937,0.328,2015,4.476083333
72,0.56,0.417,0.551,0.129,-8.361,0.272,86.848,0.216,2015,3.749516667
78,0.00711,0.506,0.805,0.0856,-4.119,0.0469,126.008,0.383,2015,3.78455
72,0.359,0.509,0.787,0.26,-6.754,0.265,114.449,0.507,2015,4.789333333
73,0.0325,0.662,0.586,0.153,-6.287,0.0251,107.993,0.0724,2015,2.182883333
69,0.0223,0.672,0.593,0.214,-4.01,0.0304,98.02,0.438,2015,3.818
81,0.0392,0.738,0.868,0.388,-4.373,0.0731,122.003,0.336,2015,3.544
78,0.0764,0.718,0.422,0.17,-9.115,0.0621,144.678,0.455,2015,3.450433333
75,0.000179,0.223,0.805,0.0849,-8.969,0.037,168.165,0.25,2015,1.92355
74,0.24,0.559,0.835,0.185,-5.555,0.0424,114.908,0.382,2015,3.150433333
70,0.191,0.724,0.343,0.104,-11.791,0.0478,134.017,0.176,2015,4.700666667
69,0.196,0.597,0.86,0.087,-2.315,0.0461,172.064,0.818,2015,3.176433333
68,0.456,0.705,0.78,0.115,-6.267,0.0805,142.028,0.457,2015,3.637116667
73,0.797,0.624,0.66,0.114,-12.779,0.0569,110.021,0.871,2015,0.963633333
69,0.0186,0.413,0.636,0.106,-5.651,0.0407,176.048,0.203,2015,3.526666667
72,0.377,0.648,0.631,0.12,-5.662,0.103,105.989,0.142,2015,5.832216667
71,0.486,0.715,0.651,0.228,-9.241,0.12,134.914,0.733,2015,3.2511
71,0.196,0.72,0.412,0.342,-8.687,0.223,114.408,0.179,2015,4.597333333
68,0.0062,0.748,0.733,0.329,-4.421,0.072,93.019,0.291,2015,5.204
71,0.0785,0.376,0.821,0.0823,-3.974,0.104,120.462,0.331,2015,3.324216667
69,0.00349,0.447,0.966,0.312,-2.966,0.089,178.105,0.533,2015,3.743266667
73,0.058,0.716,0.73,0.151,-4.126,0.0364,136.05,0.339,2015,3.401416667
69,0.226,0.575,0.844,0.0538,-1.772,0.0633,87.007,0.542,2015,3.222216667
68,0.302,0.687,0.793,0.1,-3.577,0.0333,100.993,0.673,2015,3.441766667
67,0.392,0.543,0.925,0.0668,-6.783,0.0448,80.499,0.594,2015,4.37015
71,0.39,0.607,0.466,0.135,-7.562,0.0578,121.741,0.434,2015,3.472016667
73,0.0753,0.383,0.531,0.108,-7.814,0.0741,105.971,0.0375,2015,4.888433333
73,0.0161,0.568,0.692,0.148,-4.513,0.0589,92.023,0.577,2015,3.358666667
72,0.399,0.549,0.675,0.181,-5.637,0.0332,119.898,0.206,2015,3.57935
68,0.177,0.795,0.75,0.0875,-3.604,0.0526,115.005,0.762,2015,3.717333333
73,0.00134,0.522,0.728,0.132,-3.801,0.0323,124.045,0.18,2015,5.359333333
73,0.254,0.595,0.689,0.129,-6.107,0.148,168.112,0.213,2015,3.490433333
76,0.375,0.655,0.782,0.317,-4.789,0.185,79.427,0.832,2015,3.070433333
69,0.215,0.674,0.403,0.402,-8.076,0.0749,119.922,0.106,2015,1.73685
79,0.132,0.59,0.797,0.0846,-4.901,0.0614,94.948,0.425,2015,3.468666667
82,0.201,0.585,0.643,0.144,-8.392,0.0395,152.98,0.592,2015,3.696666667
81,0.0598,0.647,0.823,0.119,-5.231,0.0762,99.933,0.396,2015,3.838883333
80,0.00205,0.638,0.924,0.149,-3.887,0.036,111.995,0.53,2015,4.396433333
68,0.106,0.553,0.747,0.154,-5.432,0.0279,90.012,0.521,2015,3.9051
68,0.0282,0.575,0.845,0.0814,-3.838,0.035,127.997,0.376,2015,3.288
80,0.0185,0.636,0.815,0.163,-5.098,0.0581,123.063,0.636,2015,3.650716667
74,0.513,0.67,0.684,0.126,-7.47,0.0242,94.261,0.852,2015,2.885283333
68,0.14,0.543,0.81,0.145,-4.275,0.0368,76.978,0.395,2015,4.64355
72,0.56,0.811,0.266,0.0962,-12.478,0.0406,130.044,0.211,2015,3.767883333
71,0.0375,0.747,0.877,0.233,-3.782,0.0664,107.991,0.752,2015,2.768966667
69,0.142,0.649,0.718,0.124,-6.593,0.0261,101.034,0.718,2015,4.568216667
71,0.522,0.609,0.435,0.118,-7.861,0.285,131.995,0.552,2015,3.945616667
70,0.103,0.623,0.962,0.264,-2.616,0.0895,149.963,0.676,2015,3.526216667
70,0.0379,0.746,0.856,0.264,-6.278,0.0645,147.626,0.93,2015,2.4211
70,0.0398,0.874,0.633,0.0927,-8.214,0.0453,123.994,0.602,2015,2.387
71,0.287,0.707,0.593,0.15,-8.581,0.0949,123.772,0.478,2015,5.487133333
69,0.275,0.638,0.526,0.462,-8.401,0.131,139.054,0.301,2015,3.661866667
68,0.0873,0.69,0.781,0.164,-5.101,0.0305,130.02,0.841,2015,3.178883333
67,0.459,0.523,0.501,0.0818,-9.276,0.0366,158.179,0.391,2015,3.354433333
73,0.965,0.71,0.0565,0.0889,-15.099,0.0534,123.994,0.348,2015,4.588
68,0.265,0.825,0.756,0.0762,-3.687,0.383,172.938,0.888,2015,2.962216667
75,0.0573,0.807,0.887,0.124,-3.726,0.0503,134.052,0.961,2015,3.132
72,0.257,0.686,0.691,0.145,-4.616,0.0371,95.046,0.477,2015,3.984666667
74,0.468,0.322,0.28,0.102,-9.367,0.0281,85.794,0.175,2015,4.1411
72,0.214,0.51,0.643,0.101,-6.602,0.0485,130.081,0.0397,2015,4.50755
70,1.29E-05,0.402,0.97,0.189,-4.538,0.0668,75.106,0.476,2015,3.335766667
81,0.304,0.509,0.671,0.0452,-5.709,0.0678,118.413,0.55,2015,3.791333333
73,0.862,0.567,0.303,0.104,-12.481,0.0351,124.949,0.252,2015,4.55
80,0.132,0.73,0.701,0.151,-5.885,0.106,175.95,0.785,2015,3.4551
67,0.174,0.568,0.714,0.0429,-7.139,0.0445,146.338,0.955,2015,3.56
75,0.00269,0.581,0.656,0.101,-4.891,0.0294,108.033,0.338,2015,3.919333333
76,0.041,0.432,0.781,0.0789,-4.038,0.0567,139.432,0.197,2015,4.171416667
70,0.187,0.74,0.727,0.627,-6.253,0.278,101.409,0.792,2015,3.109033333
80,0.247,0.262,0.606,0.125,-6.646,0.0484,189.857,0.275,2015,4.2089
66,0.0675,0.617,0.632,0.108,-5.381,0.0371,151.988,0.564,2015,3.462216667
68,0.0933,0.813,0.453,0.14,-6.941,0.338,161.997,0.191,2015,3.4671
68,0,0,2.01E-05,0,-15.776,0,0,0,2015,1.231433333
68,0.159,0.5,0.69,0.104,-4.448,0.312,180.206,0.371,2015,4.075183333
67,0.0224,0.391,0.789,0.143,-6.166,0.0436,126.544,0.338,2015,4.290216667
72,0.013,0.7,0.701,0.461,-3.834,0.161,93.012,0.38,2015,3.718433333
72,0.00021,0.376,0.95,0.0377,-4.067,0.0641,178.018,0.438,2015,2.986
72,0.043,0.551,0.648,0.41,-13.088,0.0627,109.209,0.807,2015,2.650216667
66,0.733,0.706,0.37,0.131,-7.071,0.0481,135.002,0.421,2015,3.394
67,0.0147,0.811,0.499,0.342,-7.161,0.118,111.016,0.466,2015,3.344666667
66,0.492,0.672,0.457,0.184,-10.647,0.205,86.717,0.596,2015,2.93485
67,0.487,0.537,0.411,0.3,-14.059,0.502,94.292,0.207,2015,3.61385
70,0.124,0.543,0.473,0.0922,-9.638,0.157,86.534,0.519,2015,3.22915
76,0.675,0.304,0.311,0.12,-9.647,0.0344,117.68,0.115,2015,4.684883333
71,0.0242,0.589,0.658,0.118,-5.288,0.203,77.521,0.251,2015,3.732883333
66,0.0153,0.559,0.754,0.355,-5.509,0.0712,169.977,0.303,2015,3.692883333
74,0.805,0.398,0.316,0.295,-7.031,0.0368,118.582,0.174,2015,4.222366667
81,0.982,0.179,0.00189,0.111,-25.2,0.327,81.71,1.00E-05,2015,9.918416667
